130768 - 139109, josefstollen - josefstollen
130769 - 139110, jozef - jozef
130770 - 130774, jozef1 - jozef5
130770 - 139111, jozef1 - jozef1
130771 - 130775, jozef2 - jozef6
130771 - 139112, jozef2 - jozef2
130772 - 130776, jozef3 - jozef7
130772 - 139113, jozef3 - jozef3
130773 - 130777, jozef4 - jozef8
130773 - 139114, jozef4 - jozef4
130788 - 139122, julianen-stollen - julianen-stollen
130791 - 132853, julius-stollen - julius-stollen
130791 - 139123, julius-stollen - julius-stollen
130792 - 139124, junge-hohe-birke - junge-hohe-birke
130793 - 139125, jungermann - jungermann
130797 - 139127, juraj - juraj
130799 - 139128, jan - jan
130800 - 139129, jan-krstitel - jan-krstitel
130803 - 139130, jozsef-lejtos-akna-muzeum - jozsef-lejtos-akna-muzeum
130809 - 139132, kaiser-wilhelm-stollen - kaiser-wilhelm-stollen
130817 - 139134, kammerberger-stollen - kammerberger-stollen
130819 - 132856, kanalstollen - kanalstollen
130819 - 139136, kanalstollen - kanalstollen
130820 - 139137, kappler-stollen - kappler-stollen
130822 - 130834, karhofhohle1 - karhofhohle8
130823 - 130829, karhofhohle10 - karhofhohle3
130824 - 130830, karhofhohle11 - karhofhohle4
130825 - 130831, karhofhohle12 - karhofhohle5
130826 - 130832, karhofhohle13 - karhofhohle6
130827 - 130833, karhofhöhle14 - karhofhohle7
130828 - 130835, karhofhohle2 - karhofhohle9
130837 - 132857, karls-gluck-stollen - karls-gluck-stollen
130837 - 139138, karls-gluck-stollen - karls-gluck-stollen
130838 - 132858, karlschacht - karlschacht
130838 - 139139, karlschacht - karlschacht
130839 - 139140, karol - karol
130840 - 139141, karolina - karolina
130847 - 132859, katakombe - katakombe
130847 - 139142, katakombe - katakombe
130849 - 132860, katharina-i - katharina-i
130849 - 139143, katharina-i - katharina-i
130850 - 132861, katharina-ii - katharina-ii
130850 - 139144, katharina-ii - katharina-ii
130853 - 139146, katzestollen - katzestollen
130854 - 130855, katzestollen1 - katzestollen2
130854 - 139147, katzestollen1 - katzestollen1
130856 - 132862, kautenbacher-stollen - kautenbacher-stollen
130856 - 139148, kautenbacher-stollen - kautenbacher-stollen
130862 - 139150, Altbergbau - keller1
130870 - 132863, Kelterberg Stollen - kelterberg-stollen
130870 - 139151, Kelterberg Stollen - kelterberg-stollen
130874 - 132864, kettenforderstollen - kettenforderstollen
130874 - 139152, kettenforderstollen - kettenforderstollen
130876 - 139153, kfz-zufahrt - kfz-zufahrt
130877 - 139154, kiebesova-stolna - kiebesova-stolna
130878 - 139155, kiebitzschlucht - kiebitzschlucht
130880 - 139156, kiesschacht-ludwig-bonnhoff - kiesschacht-ludwig-bonnhoff
130881 - 139157, kilian-stoolna - kilian-stoolna
130888 - 132865, kirschbergstollen - kirschbergstollen
130888 - 139158, kirschbergstollen - kirschbergstollen
130889 - 132866, kirschwalder-werk - kirschwalder-werk
130889 - 139159, kirschwalder-werk - kirschwalder-werk
130891 - 139160, kjoli-gruve - kjoli-gruve
130904 - 132867, klemmlochstollen - klemmlochstollen
130904 - 139161, klemmlochstollen - klemmlochstollen
130905 - 139162, kleva-gruva - kleva-gruva
130906 - 139163, kleva-gruva-utgang - kleva-gruva-utgang
130907 - 139164, klinger-taro - klinger-taro
130908 - 139165, klincok-stolna - klincok-stolna
130912 - 139166, klosterstollen - klosterstollen
130914 - 139167, knappengrube - knappengrube
130916 - 139168, kohls-erbstollen - kohls-erbstollen
130917 - 130918, kohls-erbstollen1 - kohls-erbstollen2
130917 - 139169, kohls-erbstollen1 - kohls-erbstollen1
130922 - 139171, kopalnia-wielkie-pocieszenie - kopalnia-wielkie-pocieszenie
130923 - 139172, kopalnia-wegla-brunatnego-pila-mlyny-nieczynna - kopalnia-wegla-brunatnego-pila-mlyny-nieczynna
130924 - 139173, kopalnia-zlota-aurelia - kopalnia-zlota-aurelia
130925 - 139174, kopalnia-cwiczebna - kopalnia-cwiczebna
130926 - 139175, kopalnia-sw-karol - kopalnia-sw-karol
130927 - 139176, kopalnie-hansa-reichelta - kopalnie-hansa-reichelta
130928 - 130930, kopalnie-hansa-reichelta1 - kopalnie-hansa-reichelta3
130928 - 139177, kopalnie-hansa-reichelta1 - kopalnie-hansa-reichelta1
130929 - 130931, kopalnie-hansa-reichelta2 - kopalnie-hansa-reichelta4
130929 - 139178, kopalnie-hansa-reichelta2 - kopalnie-hansa-reichelta2
130935 - 139179, korytnica2 - korytnica2
130936 - 139180, korytnica3 - korytnica3
130937 - 139181, kozi-hrbet - kozi-hrbet
130938 - 132868, kreuzberg - kreuzberg
130938 - 139182, kreuzberg - kreuzberg
130945 - 139183, kromgruvene - kromgruvene
130946 - 139184, kronprinz-friedrich-wilhelm-erbstollen - kronprinz-friedrich-wilhelm-erbstollen
130951 - 139185, krizova-nova - krizova-nova
130952 - 139186, krizova-stara-dedicna - krizova-stara-dedicna
130958 - 139187, kupfergrube-heinrichssegen - kupfergrube-heinrichssegen
130959 - 132869, kupfergrube-neuglueck - kupfergrube-neuglueck
130959 - 139188, kupfergrube-neuglueck - kupfergrube-neuglueck
130960 - 132870, kupferlocher - kupferlocher
130960 - 139189, kupferlocher - kupferlocher
130961 - 132871, kupferquelle - kupferquelle
130961 - 139190, kupferquelle - kupferquelle
130964 - 139191, kz-gedenkstollen - kz-gedenkstollen
130970 - 139192, konig-david-fundgrube - konig-david-fundgrube
130971 - 139193, konig-wilhelm-stollen - konig-wilhelm-stollen
130976 - 139194, koniglich-vertraglicher-gesellschaft-stolln - koniglich-vertraglicher-gesellschaft-stolln
130985 - 132872, konigsholz - konigsholz
130985 - 139195, konigsholz - konigsholz
130987 - 132873, kunstliche-losshohle - kunstliche-losshohle
130987 - 139196, kunstliche-losshohle - kunstliche-losshohle
130992 - 139197, la-chaparrilla-2 - la-chaparrilla-2
130993 - 139198, la-estrecha - la-estrecha
130997 - 132874, la-grande-montagne - la-grande-montagne
130997 - 139199, la-grande-montagne - la-grande-montagne
131004 - 139200, la-juarrena - la-juarrena
131008 - 139201, la-mula - la-mula
131010 - 139202, la-salvadora - la-salvadora
131011 - 139203, ladislav - ladislav
131012 - 131013, ladislav1 - ladislav2
131012 - 139204, ladislav1 - ladislav1
131014 - 132875, lampennest-stollen - lampennest-stollen
131014 - 139205, lampennest-stollen - lampennest-stollen
131017 - 132877, lange-schaar-stollen-und-aussenanlagen - lange-schaar-stollen-und-aussenanlagen
131017 - 139207, lange-schaar-stollen-und-aussenanlagen - lange-schaar-stollen-und-aussenanlagen
131018 - 132878, lapidarium - lapidarium
131018 - 139208, lapidarium - lapidarium
131020 - 132879, laura - laura
131020 - 139209, laura - laura
131021 - 139210, le-630 - le-630
131026 - 132880, le-four-a-chaux - le-four-a-chaux
131026 - 139211, le-four-a-chaux - le-four-a-chaux
131027 - 132881, le-four-a-chaux-la-bonneville - le-four-a-chaux-la-bonneville
131027 - 139212, le-four-a-chaux-la-bonneville - le-four-a-chaux-la-bonneville
131029 - 132882, le-jonquet - le-jonquet
131029 - 139213, le-jonquet - le-jonquet
131038 - 132883, lebach-stollen - lebach-stollen
131038 - 139214, lebach-stollen - lebach-stollen
131041 - 139216, lehrbergwerk-grube-roter-bar - lehrbergwerk-grube-roter-bar
131042 - 132884, lehrenbrunner-werk - lehrenbrunner-werk
131042 - 139217, lehrenbrunner-werk - lehrenbrunner-werk
131044 - 139218, leopold-dolna-stolna - leopold-dolna-stolna
131045 - 139219, leopold-horna-stolna - leopold-horna-stolna
131046 - 139220, leopold-stredna-stolna - leopold-stredna-stolna
131047 - 139221, leopoldstollen - leopoldstollen
131049 - 139222, les-chalanches - les-chalanches
131050 - 132885, les-chinois - les-chinois
131050 - 139223, les-chinois - les-chinois
131054 - 139224, les-mines-de-la-trapa - les-mines-de-la-trapa
131055 - 132886, les-montalets - les-montalets
131055 - 139225, les-montalets - les-montalets
131057 - 132887, les-petites-carrieres - les-petites-carrieres
131057 - 139226, les-petites-carrieres - les-petites-carrieres
131059 - 139227, level-1-adit - level-1-adit
131060 - 139228, level-10-adit - level-10-adit
131061 - 139229, level-11 - level-11
131062 - 139230, level-12-adit - level-12-adit
131063 - 139231, level-2-adit - level-2-adit
131064 - 139232, level-3-adit - level-3-adit
131065 - 139233, level-4-adit - level-4-adit
131066 - 139234, level-5-adit - level-5-adit
131067 - 139235, level-6-adit - level-6-adit
131068 - 139236, level-7a-adit - level-7a-adit
131069 - 139237, level-7c-adit - level-7c-adit
131070 - 139238, level-8-adit - level-8-adit
131071 - 139239, level-9-adit - level-9-adit
131072 - 139240, level-a-adit - level-a-adit
131073 - 139241, level-b-adit - level-b-adit
131074 - 139242, level-c-adit - level-c-adit
131077 - 139243, lichtloch-des-markus-rorling-stollen - lichtloch-des-markus-rorling-stollen
131079 - 139244, liethstollen - liethstollen
131081 - 139245, lilienstollen - lilienstollen
131083 - 132888, limbergstollen - limbergstollen
131083 - 139246, limbergstollen - limbergstollen
131086 - 139247, lipot-akna - lipot-akna
131087 - 139248, lisia-sztolnia - lisia-sztolnia
131088 - 139249, livello-catullo - livello-catullo
131090 - 139250, locmaria-berrien - locmaria-berrien
131093 - 139253, lorenzova-stola - lorenzova-stola
131094 - 139254, los-villares - los-villares
131097 - 139255, lou-valoun - lou-valoun
131101 - 139256, lovisa-gruvan - lovisa-gruvan
131108 - 139257, ludmilla-taro - ludmilla-taro
131109 - 139259, ludwigstollen - ludwigstollen
131112 - 139260, luftschutzstollen - luftschutzstollen
131113 - 139261, luftschutzstollen-a-sohle - luftschutzstollen-a-sohle
131114 - 131116, luftschutzstollen-a-sohle1 - luftschutzstollen-a-sohle3
131114 - 139262, luftschutzstollen-a-sohle1 - luftschutzstollen-a-sohle1
131115 - 131117, luftschutzstollen-a-sohle2 - luftschutzstollen-a-sohle4
131115 - 139263, luftschutzstollen-a-sohle2 - luftschutzstollen-a-sohle2
131118 - 139264, luftschutzstollen-an-der-gaishalde - luftschutzstollen-an-der-gaishalde
131120 - 132889, luisenstollen - luisenstollen
131120 - 139265, luisenstollen - luisenstollen
131122 - 139266, lukas - lukas
131123 - 139267, lumpenloch - lumpenloch
131132 - 139268, magdalena - magdalena
131133 - 139269, magdalenenstollen - magdalenenstollen
131134 - 139270, male-zelezne - male-zelezne
131136 - 132890, manganerzgrube - manganerzgrube
131136 - 139271, manganerzgrube - manganerzgrube
131138 - 131139, mannenberghohlen1 - mannenberghohlen2
131142 - 139273, maria-hilf-stollen - maria-hilf-stollen
131143 - 139274, mariahilfstollen - mariahilfstollen
131144 - 132892, Grube marie - marie
131144 - 139275, Grube marie - marie
131145 - 132893, Grube Marie tiefer Stollen - marie-tiefer-stollen
131145 - 139276, Grube Marie tiefer Stollen - marie-tiefer-stollen
131147 - 139279, marie-luis-stollen - marie-luis-stollen
131148 - 139280, marienglashohle - marienglashohle
131150 - 139281, marianska-stola - marianska-stola
131153 - 139282, martin - martin
131154 - 139283, martin-romer-stollen - martin-romer-stollen
131155 - 139284, masjorgengruva - masjorgengruva
131160 - 139285, matej - matej
131162 - 139286, matoisovec - matoisovec
131163 - 139287, matosovec-starina - matosovec-starina
131164 - 132895, mausbachstollen - mausbachstollen
131164 - 139288, mausbachstollen - mausbachstollen
131168 - 139289, maximilianstollen - maximilianstollen
131170 - 131172, maxstollen1 - maxstollen3
131170 - 132896, maxstollen1 - maxstollen
131170 - 139291, maxstollen1 - maxstollen1
131171 - 131173, maxstollen2 - maxstollen4
131171 - 132897, maxstollen2 - maxstollen1
131171 - 139292, maxstollen2 - maxstollen2
131176 - 139293, meazuri - meazuri
131177 - 139294, medvedia-stolna - medvedia-stolna
131179 - 139295, mellestollen - mellestollen
131180 - 139296, menegol - menegol
131185 - 131186, mettenberg-i - mettenberg-ii
131189 - 139607, mettenberg-v - schoorberg-groeve-i1
131190 - 139298, michaelis-stolln - michaelis-stolln
131191 - 139299, michal - michal
131192 - 131193, michal1 - michal2
131192 - 139300, michal1 - michal1
131199 - 139301, milos - milos
131200 - 139302, mina - mina
131201 - 139303, mina-armonita - mina-armonita
131202 - 139304, mina-asuncion - mina-asuncion
131203 - 139305, mina-concepcion - mina-concepcion
131204 - 139306, mina-da-nogueirinha - mina-da-nogueirinha
131205 - 139307, mina-da-silvarosa - mina-da-silvarosa
131206 - 139308, mina-de-la-estrella - mina-de-la-estrella
131207 - 139309, mina-de-les-agudes - mina-de-les-agudes
131208 - 139310, mina-el-socavon - mina-el-socavon
131209 - 139311, mina-esperanza - mina-esperanza
131210 - 131211, mina-esperanza1 - mina-esperanza2
131210 - 139312, mina-esperanza1 - mina-esperanza1
131212 - 139313, mina-jose - mina-jose
131213 - 139314, mina-la-escalera - mina-la-escalera
131214 - 139315, mina-lealtad - mina-lealtad
131215 - 139316, mina-marivi - mina-marivi
131216 - 139317, mina-nueva-victoria - mina-nueva-victoria
131217 - 139318, mina-romana - mina-romana
131218 - 139319, mina-san-francisco-minas-del-hembrar-galeria - mina-san-francisco-minas-del-hembrar-galeria
131219 - 139320, mina-san-francisco-minas-del-hembrar-galeria-diana - mina-san-francisco-minas-del-hembrar-galeria-diana
131220 - 139321, mina-san-francisco-minas-del-hembrar-galeria-filon-de-los-hornos - mina-san-francisco-minas-del-hembrar-galeria-filon-de-los-hornos
131221 - 131224, mina-san-francisco-minas-del-hembrar-galeria1 - mina-san-francisco-minas-del-hembrar-galeria4
131221 - 139322, mina-san-francisco-minas-del-hembrar-galeria1 - mina-san-francisco-minas-del-hembrar-galeria1
131222 - 131225, mina-san-francisco-minas-del-hembrar-galeria2 - mina-san-francisco-minas-del-hembrar-galeria5
131222 - 139323, mina-san-francisco-minas-del-hembrar-galeria2 - mina-san-francisco-minas-del-hembrar-galeria2
131223 - 131226, mina-san-francisco-minas-del-hembrar-galeria3 - mina-san-francisco-minas-del-hembrar-galeria6
131223 - 139324, mina-san-francisco-minas-del-hembrar-galeria3 - mina-san-francisco-minas-del-hembrar-galeria3
131227 - 139325, mina-se-vera - mina-se-vera
131228 - 131229, mina1 - mina2
131228 - 139326, mina1 - mina1
131230 - 139328, mine - mine
131231 - 139329, mine-adit - mine-adit
131232 - 131233, mine-adit1 - mine-adit2
131232 - 139330, mine-adit1 - mine-adit1
131234 - 132898, mine-cockerill - mine-cockerill
131234 - 139331, mine-cockerill - mine-cockerill
131237 - 132899, mine-de-bleiberg - mine-de-bleiberg
131237 - 139332, mine-de-bleiberg - mine-de-bleiberg
131238 - 132900, mine-de-katzenrech - mine-de-katzenrech
131238 - 139334, mine-de-katzenrech - mine-de-katzenrech
131239 - 139335, mine-de-la-bouyssonie-ii - mine-de-la-bouyssonie-ii
131241 - 132901, mine-doihl - mine-doihl
131241 - 139337, mine-doihl - mine-doihl
131242 - 131243, mine-doihl1 - mine-doihl2
131242 - 132902, mine-doihl1 - mine-doihl1
131242 - 139338, mine-doihl1 - mine-doihl1
131244 - 132903, mine-entrance - mine-entrance
131245 - 132904, mine-grouwen - mine-grouwen
131245 - 139340, mine-grouwen - mine-grouwen
131246 - 132905, mine-hondsbesch - mine-hondsbesch
131246 - 139341, mine-hondsbesch - mine-hondsbesch
131247 - 132906, mine-lasauvage - mine-lasauvage
131247 - 139342, mine-lasauvage - mine-lasauvage
131248 - 132907, mine-providence - mine-providence
131248 - 139343, mine-providence - mine-providence
131249 - 131250, mine-providence1 - mine-providence2
131249 - 132908, mine-providence1 - mine-providence1
131249 - 139344, mine-providence1 - mine-providence1
131251 - 132909, mine-rollesbierg - mine-rollesbierg
131251 - 139345, mine-rollesbierg - mine-rollesbierg
131252 - 132910, mine-saint-nicolas - mine-saint-nicolas
131252 - 139346, mine-saint-nicolas - mine-saint-nicolas
131253 - 139347, mine-saint-victor - mine-saint-victor
131254 - 132911, mine-schlammefeld - mine-schlammefeld
131254 - 139348, mine-schlammefeld - mine-schlammefeld
131255 - 132912, mine-thillenberg - mine-thillenberg
131255 - 139349, mine-thillenberg - mine-thillenberg
131256 - 131258, mine-thillenberg1 - mine-thillenberg3
131256 - 132913, mine-thillenberg1 - mine-thillenberg1
131256 - 139350, mine-thillenberg1 - mine-thillenberg1
131257 - 131259, mine-thillenberg2 - mine-thillenberg4
131257 - 132914, mine-thillenberg2 - mine-thillenberg2
131257 - 139351, mine-thillenberg2 - mine-thillenberg2
131260 - 131262, mine1 - mine3
131260 - 139352, mine1 - mine1
131261 - 131263, mine2 - mine4
131261 - 139353, mine2 - mine2
131266 - 139354, mines-d-en-bofill - mines-d-en-bofill
131267 - 139355, mines-de-sant-pere - mines-de-sant-pere
131268 - 139356, mineshaft-disused - mineshaft-disused
131269 - 131270, mineshaft-disused-1 - mineshaft-disused-2
131269 - 139357, mineshaft-disused-1 - mineshaft-disused-1
131271 - 139359, miniera - miniera
131272 - 139360, miniera-anna - miniera-anna
131273 - 131276, miniera-anna1 - miniera-anna4
131273 - 139361, miniera-anna1 - miniera-anna1
131274 - 131277, miniera-anna2 - miniera-anna5
131274 - 139362, miniera-anna2 - miniera-anna2
131275 - 131278, miniera-anna3 - miniera-anna6
131275 - 139363, miniera-anna3 - miniera-anna3
131279 - 139364, miniera-dei-pons - miniera-dei-pons
131280 - 139366, miniera-del-rio-resartico - miniera-del-rio-resartico
131281 - 139367, miniera-di-amianto - miniera-di-amianto
131282 - 139368, miniera-di-bochey - miniera-di-bochey
131283 - 139369, miniera-di-calceranica - miniera-di-calceranica
131284 - 139370, miniera-di-cavallo - miniera-di-cavallo
131285 - 131286, miniera-di-cavallo1 - miniera-di-cavallo2
131285 - 139371, miniera-di-cavallo1 - miniera-di-cavallo1
131287 - 139372, miniera-di-liconi - miniera-di-liconi
131288 - 139373, miniera-di-magnetite - miniera-di-magnetite
131289 - 139374, miniera-di-orbeillaz - miniera-di-orbeillaz
131290 - 139375, miniera-di-pazzano - miniera-di-pazzano
131291 - 139376, miniera-di-valbona - miniera-di-valbona
131294 - 139381, miniera-rio-fous - miniera-rio-fous
131295 - 131296, miniera-rio-fous1 - miniera-rio-fous2
131295 - 139382, miniera-rio-fous1 - miniera-rio-fous1
131298 - 139383, miniera-valar - miniera-valar
131299 - 139385, miniera-vignoletta - miniera-vignoletta
131300 - 139386, minieras-da-fier - minieras-da-fier
131308 - 139388, ministerstollen - ministerstollen
131310 - 139390, mittel-stollen - mittel-stollen
131311 - 139391, mittelstollen - mittelstollen
131316 - 139394, moortunnel - moortunnel
131317 - 139395, morassina - morassina
131318 - 139396, morfars-ort - morfars-ort
131321 - 139397, mostiste-u-hlohovic-stola-3 - mostiste-u-hlohovic-stola-3
131322 - 139398, moszna-1 - moszna-1
131323 - 139399, moszna-2 - moszna-2
131324 - 139401, mocidla-tbs - mocidla-tbs
131325 - 139402, muggruva - muggruva
131326 - 139403, mundloch - mundloch
131327 - 139404, mundloch-danielsschacht-rosche - mundloch-danielsschacht-rosche
131330 - 139405, mundloch-feldgestangebahn - mundloch-feldgestangebahn
131331 - 131332, mundloch-feldgestangebahn1 - mundloch-feldgestangebahn2
131331 - 139406, mundloch-feldgestangebahn1 - mundloch-feldgestangebahn1
131333 - 139407, mundloch-obere-rosche-zum-josephschacht - mundloch-obere-rosche-zum-josephschacht
131334 - 139408, mundloch-ronnov-erbstolln - mundloch-ronnov-erbstolln
131337 - 139410, mundloch-untere-rosche-zum-josephschacht - mundloch-untere-rosche-zum-josephschacht
131338 - 131340, mundloch1 - mundloch3
131338 - 139411, mundloch1 - mundloch1
131339 - 131341, mundloch2 - mundloch4
131339 - 139412, mundloch2 - mundloch2
131342 - 139413, murowana-sztolnia - murowana-sztolnia
131343 - 139414, murvabanya - murvabanya
131344 - 139415, museo-minero-de-escucha - museo-minero-de-escucha
131346 - 139416, maria-pomocna - maria-pomocna
131347 - 139417, maria1 - maria1
131349 - 139418, mogebierstollen - mogebierstollen
131351 - 139420, muhlhelle - muhlhelle
131357 - 139421, natasa - natasa
131369 - 139422, neubeschert-gluck-stollen - neubeschert-gluck-stollen
131370 - 139423, neue-zeche-herkules - neue-zeche-herkules
131371 - 132915, neuer-friedrichstollen - neuer-friedrichstollen
131371 - 139424, neuer-friedrichstollen - neuer-friedrichstollen
131372 - 132916, neuer-stollen - neuer-stollen
131372 - 139425, neuer-stollen - neuer-stollen
131373 - 131374, neuer-stollen1 - neuer-stollen2
131373 - 132917, neuer-stollen1 - neuer-stollen1
131373 - 139426, neuer-stollen1 - neuer-stollen1
131375 - 139427, neujahr-stollen - neujahr-stollen
131386 - 139428, nizna - nizna
131387 - 139429, nizna-stolna-anna - nizna-stolna-anna
131388 - 139430, noch-unbekannt - noch-unbekannt
131398 - 139431, notausgang - notausgang
131399 - 139432, notausgang-freudensteintunnel - notausgang-freudensteintunnel
131400 - 139433, notausgang2 - notausgang2
131401 - 139434, notbergbaustollen - notbergbaustollen
131403 - 132918, obere-tagesstrecke - obere-tagesstrecke
131403 - 139435, obere-tagesstrecke - obere-tagesstrecke
131404 - 139436, oberer-barbara-stolln - oberer-barbara-stolln
131405 - 132919, oberer-emilianusstollen - oberer-emilianusstollen
131405 - 139437, oberer-emilianusstollen - oberer-emilianusstollen
131406 - 139438, oberer-lehmtalstollen - oberer-lehmtalstollen
131407 - 132920, oberer-neuer-stollen - oberer-neuer-stollen
131407 - 139439, oberer-neuer-stollen - oberer-neuer-stollen
131408 - 139440, oberes-mundloch - oberes-mundloch
131409 - 139441, oberes-mundloch-feldgestangebahn - oberes-mundloch-feldgestangebahn
131410 - 139442, oberes-mundloche-feldgestangebahn - oberes-mundloche-feldgestangebahn
131411 - 132921, oberster-stollen - oberster-stollen
131411 - 139443, oberster-stollen - oberster-stollen
131412 - 139444, obraznice - obraznice
131415 - 139445, odvodnovacka - odvodnovacka
131416 - 139446, odvodnovacka-vodovod - odvodnovacka-vodovod
131417 - 132922, ofen - ofen
131417 - 139447, ofen - ofen
131426 - 132924, osterfeldstollen - osterfeldstollen
131426 - 139449, osterfeldstollen - osterfeldstollen
131427 - 139450, osowka-i - osowka-i
131428 - 139451, osowka-ii - osowka-ii
131429 - 139452, osowka-iii - osowka-iii
131430 - 139453, ottoschacht - ottoschacht
131431 - 139454, otilia - otilia
131432 - 139455, overwelving - overwelving
131433 - 131434, overwelving1 - overwelving2
131433 - 139456, overwelving1 - overwelving1
131436 - 139457, p1 - p1
131437 - 132925, palmbaumstollen - palmbaumstollen
131437 - 139458, palmbaumstollen - palmbaumstollen
131438 - 132926, pambethstollen - pambethstollen
131438 - 139459, pambethstollen - pambethstollen
131439 - 139460, paola - paola
131440 - 139461, paradeisstollen - paradeisstollen
131442 - 139462, paulinastollen - paulinastollen
131443 - 139463, paulina - paulina
131444 - 132927, peitlerstollen-frankscheider - peitlerstollen-frankscheider
131444 - 139464, peitlerstollen-frankscheider - peitlerstollen-frankscheider
131446 - 139465, permer-stollen - permer-stollen
131447 - 139466, personalzugang-kfz-ausfahrt - personalzugang-kfz-ausfahrt
131457 - 139467, peter-und-paul - peter-und-paul
131460 - 139468, peterstollen - peterstollen
131461 - 132928, peterswald-stollen - peterswald-stollen
131461 - 139469, peterswald-stollen - peterswald-stollen
131470 - 139470, phillipsstollen - phillipsstollen
131472 - 139472, phonix-fluss-und-schwerspat - phonix-fluss-und-schwerspat
131473 - 139475, pillerslauf-stolna - pillerslauf-stolna
131474 - 139476, pinga - pinga
131475 - 131476, pinga1 - pinga2
131475 - 139477, pinga1 - pinga1
131477 - 139478, pionierstollen-22-87 - pionierstollen-22-87
131481 - 139479, pivovarske-sklepy - pivovarske-sklepy
131483 - 139480, pleinet - pleinet
131487 - 132929, platriere-sebillotte - platriere-sebillotte
131487 - 139481, platriere-sebillotte - platriere-sebillotte
131490 - 139482, policanska-stola - policanska-stola
131492 - 132930, port-maron - port-maron
131492 - 139485, port-maron - port-maron
131493 - 139486, portal-windkammer-wasserschloss - portal-windkammer-wasserschloss
131494 - 139487, porto-flavia - porto-flavia
131495 - 139488, portal-skladu-munice-v-jiznim-lomu - portal-skladu-munice-v-jiznim-lomu
131498 - 139490, pozo-san-ignacio - pozo-san-ignacio
131499 - 139491, pozo-san-lorenzo - pozo-san-lorenzo
131500 - 139492, pozo-sancho-carro - pozo-sancho-carro
131503 - 139493, pozzo-impero - pozzo-impero
131504 - 139494, predbana - predbana
131511 - 139495, priesk-karol - priesk-karol
131512 - 139496, priesk-richard - priesk-richard
131513 - 139497, priesk-ludovit - priesk-ludovit
131514 - 139498, prieskum - prieskum
131519 - 139501, prohlidkova-stola-stary-martin - prohlidkova-stola-stary-martin
131521 - 139502, protiletadlovy-kryt - protiletadlovy-kryt
131522 - 139503, protiletadlovy-kryt-denis - protiletadlovy-kryt-denis
131523 - 131525, protiletadlovy-kryt-denis1 - protiletadlovy-kryt-denis3
131523 - 139504, protiletadlovy-kryt-denis1 - protiletadlovy-kryt-denis1
131524 - 131526, protiletadlovy-kryt-denis2 - protiletadlovy-kryt-denis4
131524 - 139505, protiletadlovy-kryt-denis2 - protiletadlovy-kryt-denis2
131527 - 139506, protiletadlovy-kryt-pod-spilberkem - protiletadlovy-kryt-pod-spilberkem
131528 - 131530, protiletadlovy-kryt-pod-spilberkem1 - protiletadlovy-kryt-pod-spilberkem3
131528 - 139507, protiletadlovy-kryt-pod-spilberkem1 - protiletadlovy-kryt-pod-spilberkem1
131529 - 131531, protiletadlovy-kryt-pod-spilberkem2 - protiletadlovy-kryt-pod-spilberkem4
131529 - 139508, protiletadlovy-kryt-pod-spilberkem2 - protiletadlovy-kryt-pod-spilberkem2
131533 - 139509, prutahova-stola - prutahova-stola
131541 - 139510, palinkas-taro - palinkas-taro
131543 - 139511, pobelstollen - pobelstollen
131544 - 139513, quarzstollen - quarzstollen
131545 - 132931, querschlag-meterfloz - querschlag-meterfloz
131545 - 139514, querschlag-meterfloz - querschlag-meterfloz
131546 - 132932, quierschieder-stollen - quierschieder-stollen
131546 - 139515, quierschieder-stollen - quierschieder-stollen
131547 - 132933, r-stollen - r-stollen
131547 - 139517, r-stollen - r-stollen
131548 - 139518, raabstollen - raabstollen
131549 - 139519, rabensteiner-stollen - rabensteiner-stollen
131557 - 132934, rader-stollen - rader-stollen
131557 - 139520, rader-stollen - rader-stollen
131558 - 139521, radstube-des-ursulaer-gruben - radstube-des-ursulaer-gruben
131559 - 139522, rakytova - rakytova
131563 - 139523, rattatashohle - rattatashohle
131568 - 139524, rebecca-stollen - rebecca-stollen
131575 - 132935, reden-stollen - reden-stollen
131575 - 139526, reden-stollen - reden-stollen
131576 - 139527, refugio - refugio
131578 - 139529, reichenbach-fundgrube - reichenbach-fundgrube
131579 - 139530, reichenbach-hoffnung-stolln - reichenbach-hoffnung-stolln
131580 - 139531, reichsbahnstollen-langenstein-zwieberge - reichsbahnstollen-langenstein-zwieberge
131581 - 132937, reinhold-forster-erbstollen - reinhold-forster-erbstollen
131581 - 139532, reinhold-forster-erbstollen - reinhold-forster-erbstollen
131583 - 132938, rennseiterstollen - rennseiterstollen
131583 - 139533, rennseiterstollen - rennseiterstollen
131584 - 139534, rentschenbruch-2-sohle-von-oben - rentschenbruch-2-sohle-von-oben
131585 - 139535, rentschenbruch-3-sohle-von-oben - rentschenbruch-3-sohle-von-oben
131586 - 139536, rentschenbruch-oberste-sohle - rentschenbruch-oberste-sohle
131590 - 139537, rettungsstollen - rettungsstollen
131591 - 139538, rhosydd-entrance - rhosydd-entrance
131592 - 139539, richard - richard
131594 - 139540, riestergang - riestergang
131597 - 132939, rischbachstollen - rischbachstollen
131597 - 139541, rischbachstollen - rischbachstollen
131598 - 139542, ritenstein-stolna - ritenstein-stolna
131599 - 139543, risianka1 - risianka1
131600 - 139544, risianka2 - risianka2
131604 - 139545, roeder-stollen - roeder-stollen
131605 - 139546, ronay - ronay
131607 - 132940, rosset - rosset
131607 - 139547, rosset - rosset
131608 - 139548, rothenberg-bergwerk - rothenberg-bergwerk
