97087 - 103024, galena-mine - galena-mine
97090 - 99751, viburnum-28-mine - viburnum-28-mine
97090 - 103027, viburnum-28-mine - viburnum-28-mine
97090 - 103269, viburnum-28-mine - viburnum-28-mine
97091 - 99754, brushy-creek - brushy-creek
97091 - 103028, brushy-creek - brushy-creek
97091 - 103270, brushy-creek - brushy-creek
97092 - 99755, fletcher-mine - fletcher-mine
97092 - 103029, fletcher-mine - fletcher-mine
97092 - 103271, fletcher-mine - fletcher-mine
97093 - 99756, sweetwater-mine - sweetwater-mine
97093 - 103030, sweetwater-mine - sweetwater-mine
97093 - 103272, sweetwater-mine - sweetwater-mine
97094 - 99893, continental-east-mine - continental-east-mine
97094 - 100090, continental-east-mine - continental-east-mine
97094 - 103033, continental-east-mine - continental-east-mine
97097 - 102989, el-paso - el-paso
97098 - 99619, bingham-canyon-mine - bingham-canyon-mine
97098 - 99895, bingham-canyon-mine - bingham-canyon-mine
97098 - 100091, bingham-canyon-mine - bingham-canyon-mine
97098 - 103051, bingham-canyon-mine - bingham-canyon-mine
97099 - 99621, garfield - garfield
97099 - 103052, garfield - garfield
97099 - 103160, garfield - garfield
97150 - 97151, calera-quarry-412 - roberta-quarry
97275 - 100471, mine-1 - mission-gorge-plant
97610 - 100907, cape-sandy-1-2 - griffin-pit
97676 - 97677, plant-5 - plant-6
97678 - 97679, plant-1 - plant-2
97913 - 97915, texas-quarry - calcium-carbonate-mine
98253 - 98254, catskill-quarry - catskill-quarry
98290 - 101955, highland-stone-quarry - highland-stone
98306 - 98307, schoharie-quarry - schoharie-3-quarry
98486 - 102144, williamsport-plant - circleville-pit
98510 - 102206, upper-sandusky-plant - upper-sandusky-plant
98845 - 98846, cleveland-quarry-015 - cleveland-yard-014
98877 - 102446, chattanooga-quarry-010 - chattanooga-sand-025
98968 - 99830, new-braunfels-quarry - new-braunfels-lime-plant
99012 - 102602, holmes-pit - sand-gravel-operations
99043 - 102672, beck-street-quarry - beck-street-pit
99052 - 102712, manchester-pit - manchester-center
99222 - 99224, plant-2 - plant-4
99222 - 99228, plant-2 - plant-7
99222 - 99229, plant-2 - plant-1
99222 - 102881, plant-2 - permanent-washplant-5
99223 - 99225, plant-3 - plant-5
99223 - 99227, plant-3 - plant-9
99239 - 99240, plant-2 - plant-1
99248 - 99251, plant-29 - plant-53
99249 - 99250, plant-47 - plant-54
99272 - 99273, plant-3 - plant-7
99313 - 99314, colorado-stone - yule-quarry
99392 - 99393, flat-rock-quarry - flat-rock-stone-quarry
99460 - 99734, neisler-mine-moss-plant - kings-mountain-operations-moss
99460 - 99874, neisler-mine-moss-plant - neisler-mine-moss-plant
99461 - 99875, buna-mine-plant - buna-mine-plant
99462 - 99876, chalk-mountain-mine - chalk-mountain-mine
99463 - 99880, sullins-wiseman-mine - sullins-wiseman-mine
99464 - 99877, hawkins-mine - hawkins-mine
99467 - 99885, ross-j-beatty-mine - ross-j-beatty-mine
99499 - 99500, morenci-mine - morenci-mine
99514 - 99517, himalaya-mine-calif - himalaya-mine
99560 - 99561, desert-dog-mines - harney-rim
99562 - 103189, oregon-soapstone-mine - hard-pull-claims-1-thru-14
99577 - 99886, morefield-gem-mine - morefield-gem-mine
99582 - 99748, red-dog-mine - red-dog-mine
99582 - 103014, red-dog-mine - red-dog-mine
99582 - 103265, red-dog-mine - red-dog-mine
99584 - 103012, fort-knox-mine - fort-knox-mine
99585 - 99747, greens-creek-mine - greens-creek-mine
99585 - 103013, greens-creek-mine - greens-creek-mine
99585 - 103264, greens-creek-mine - greens-creek-mine
99589 - 103018, mesquite-mine - mesquite-mine
99590 - 103019, briggs-mine - briggs-mine
99591 - 103020, rand-mine - rand-mine
99592 - 103021, castle-mountain-mine - castle-mountain-mine
99593 - 103022, cresson-mine - cresson-mine
99594 - 99749, lucky-friday-mine - lucky-friday-mine
99594 - 103023, lucky-friday-mine - lucky-friday-mine
99594 - 103266, lucky-friday-mine - lucky-friday-mine
99595 - 103025, north-attleboro - north-attleboro
99596 - 99757, montana-tunnels-mine - montana-tunnels-mine
99596 - 103031, montana-tunnels-mine - montana-tunnels-mine
99596 - 103273, montana-tunnels-mine - montana-tunnels-mine
99597 - 103032, golden-sunlight-mine - golden-sunlight-mine
99599 - 103034, meikle-goldstrike-mine - meikle-goldstrike-mine
99600 - 103035, midas-mine - midas-mine
99601 - 103036, betze-post-goldstrike-mine - betze-post-goldstrike-mine
99602 - 103037, ruby-hill-mine-stockpile-only - ruby-hill-mine-stockpile-only
99603 - 103038, carlin-mines-complex - carlin-mines-complex
99605 - 103039, marigold-mine - marigold-mine
99606 - 103040, lone-tree-complex - lone-tree-complex
99607 - 103041, twin-creeks-mine - twin-creeks-mine
99609 - 99758, mccoy-cove-mine - mccoy-cove-mine
99609 - 103042, mccoy-cove-mine - mccoy-cove-mine
99610 - 103043, battle-mountain-complex - battle-mountain-complex
99611 - 103044, mule-canyon-mine - mule-canyon-mine
99612 - 103045, denton-rawhide-mine - denton-rawhide-mine
99613 - 103046, round-mountain-mine - round-mountain-mine
99614 - 103047, rochester-mine - rochester-mine
99615 - 103048, florida-canyon-mine - florida-canyon-mine
99616 - 103049, bald-mountain-mine - bald-mountain-mine
99617 - 103050, seneca - seneca
99622 - 103053, salt-lake-city - salt-lake-city
99639 - 99979, national-gypsum-shoals-mine-plant - national-gypsum-shoals-mine-plant
99640 - 99980, us-gypsum-shoals-mine-plant - us-gypsum-shoals-mine-plant
99679 - 100023, sweetwater-mine-plant - sweetwater-mine-plant
99746 - 99887, willis-mountain-mine - willis-mountain-mine
99759 - 103278, pend-oreille-mine - pend-oreille-mine
99834 - 100156, grantsville-lime-plant - timple-plant
99841 - 103167, superior-lime-plant - superior-refinery
99851 - 100098, chula-vista-plant - chula-vista-plant
99855 - 100120, rohm-and-haas-manistee-plant-morton - rohm-and-haas-manistee-plant-morton
99859 - 100065, reilly-wendover-plant - reilly-wendover-plant
99866 - 99867, engelhard-mica-grinding-mill - engelhard-mica-mine
99868 - 99869, georgia-industrial-minerals-grinding-plant - georgia-industrial-minerals-mine
99881 - 100087, hillsborough - hillsborough
99956 - 103220, chandler-plant - chandler-plant
99958 - 103222, pine-bluff-plant - pine-bluff-plant
99967 - 103223, pompano-beach-plant - pompano-beach-plant
99997 - 99998, tenacity-perlite-mill - tenacity-perlite-mine
100001 - 103228, metuchen-plant - metuchen-plant
100008 - 103231, north-bloomfield-plant - pvp-industries-oh-plant
100017 - 103234, new-eagle-plant - therm-o-rock-pa-plant
100052 - 100116, taft-plant - convent-plant
100054 - 103112, pascagoula - chevron-pascagoula-refinery
100066 - 100158, great-salt-lake-minerals - great-salt-lake-minerals
100084 - 103178, siltex-mine - siltex-mine
100242 - 100258, plant-15 - rock-max
100603 - 100605, wp-3 - c-r-4
100618 - 100620, sand-gravel-operations - crushing-2
100641 - 100643, baseline-resources - the-shores
100922 - 100923, middlebury-plant - middlebury-plant-2
101120 - 101122, floating-plant-dredge - floating-silver-plant
101286 - 101295, smith-belden-8 - p-e-p-plant
101287 - 101288, allis-chalmers-plant-1 - allis-chalmers-plant-2
101287 - 101289, allis-chalmers-plant-1 - allis-chalmers-plant-3
101287 - 101294, allis-chalmers-plant-1 - nb-1
101352 - 101353, telsmith-plant-1 - plant-2-power-screen
101352 - 101355, telsmith-plant-1 - plant-3
101441 - 101443, plant-2-lipmann - 945-cone-plant
101643 - 101644, crushing-plant-1 - crushing-plant-2
102055 - 102056, sand-gravel-pit - aggregates-c-4
103391 - 133578, Zeche Gute Hoffnung - zeche-gute-hoffnung-sprockhovel
103391 - 134952, Zeche Gute Hoffnung - zeche-gute-hoffnung-sprockhovel
103418 - 133603, Zeche Sprockhövel - zeche-sprockhovel
103418 - 135048, Zeche Sprockhövel - zeche-sprockhovel
103438 - 133636, Zeche Argus (Witten) - zeche-argus-witten
103438 - 134888, Zeche Argus (Witten) - zeche-argus
103442 - 133639, Zeche Augustus - zeche-augustus
103442 - 134891, Zeche Augustus - zeche-augustus
103443 - 133515, Zeche Aurora - zeche-aurora
103443 - 134892, Zeche Aurora - zeche-aurora
103464 - 133641, Zeche Bergmann - zeche-bergmann
103464 - 134893, Zeche Bergmann - zeche-bergmann
103465 - 133642, Zeche Billigkeit - zeche-billigkeit
103465 - 134894, Zeche Billigkeit - zeche-billigkeit
103467 - 133646, Zeche Vereinigte Bommerbänker Tiefbau - zeche-vereinigte-bommerbanker-tiefbau
103467 - 134908, Zeche Vereinigte Bommerbänker Tiefbau - zeche-cronenbank
103470 - 133565, Zeche Caninchen - zeche-caninchen
103470 - 134901, Zeche Caninchen - zeche-caninchen
103478 - 133650, Zeche Charlotte - zeche-charlotte
103478 - 134904, Zeche Charlotte - zeche-charlotte
103479 - 133651, Zeche Christa - zeche-christa
103479 - 134905, Zeche Christa - zeche-christa
103480 - 133652, Zeche Christiana - zeche-christiana
103480 - 134906, Zeche Christiana - zeche-christiana
103492 - 103493, Halde Ellinghorst - Halde Ellinghorst
103800 - 103801, raulachenstollen - Altbergbau
103974 - 103975, Schiefergrube  - Schiefergrube 
104036 - 104037, Steinbruch Selters - Steinbruch Selters
128605 - 132684, ewiges-eis - ewiges-eis
128605 - 138504, ewiges-eis - ewiges-eis
128607 - 138505, neues-gluck - neues-gluck
128608 - 132685, 1-40m-floz - 1-40m-floz
128608 - 138506, 1-40m-floz - 1-40m-floz
128609 - 138507, 1-maj - 1-maj
128611 - 138508, 1910-wasserwerk-ges-bergamt-obernkirchen - 1910-wasserwerk-ges-bergamt-obernkirchen
128612 - 138510, a-sohle - a-sohle
128613 - 128615, a-sohle1 - a-sohle3
128613 - 138511, a-sohle1 - a-sohle1
128614 - 128616, a-sohle2 - a-sohle4
128614 - 138512, a-sohle2 - a-sohle2
128617 - 132686, a-stollen - a-stollen
128617 - 138513, a-stollen - a-stollen
128618 - 128619, a-stollen1 - a-stollen2
128618 - 132687, a-stollen1 - a-stollen1
128618 - 138514, a-stollen1 - a-stollen1
128620 - 138515, abbaugebiet-der-kleinzeche-st-henricus - abbaugebiet-der-kleinzeche-st-henricus
128639 - 138516, adam - adam
128640 - 128641, adam1 - adam2
128640 - 138517, adam1 - adam1
128642 - 138518, adamstollen - adamstollen
128645 - 138519, adit - adit
128646 - 138520, adit-disused - adit-disused
128647 - 128649, adit1 - adit3
128647 - 138521, adit1 - adit1
128648 - 128650, adit2 - adit4
128648 - 138522, adit2 - adit2
128655 - 138523, adolf-stolna - adolf-stolna
128656 - 132688, adolfstollen - adolfstollen
128656 - 138524, adolfstollen - adolfstollen
128658 - 138525, agnesa - agnesa
128659 - 138526, agrupoa-vicenta - agrupoa-vicenta
128660 - 132689, ahringshohle - ahringshohle
128660 - 138527, ahringshohle - ahringshohle
128661 - 138528, alaunbergwerk - alaunbergwerk
128662 - 138530, alaunstollen-johanneszeche - alaunstollen-johanneszeche
128663 - 132690, albertstollen - albertstollen
128663 - 138531, albertstollen - albertstollen
128669 - 132691, almosenrecher-werk - almosenrecher-werk
128669 - 138532, almosenrecher-werk - almosenrecher-werk
128670 - 138533, aloizia-stolna - aloizia-stolna
128673 - 132692, alsbachstollen - alsbachstollen
128673 - 138534, alsbachstollen - alsbachstollen
128674 - 128675, alsbachstollen1 - alsbachstollen2
128674 - 132693, alsbachstollen1 - alsbachstollen1
128674 - 138535, alsbachstollen1 - alsbachstollen1
128679 - 138536, also-rozsa-taro - also-rozsa-taro
128680 - 138537, altamira-1-mina-romana - altamira-1-mina-romana
128681 - 138538, altamira-2-mina-romana - altamira-2-mina-romana
128682 - 138539, altamira-3-mina-romana - altamira-3-mina-romana
128683 - 138540, altbergbau - altbergbau
128698 - 132695, alter-eisenbahntunnel - alter-eisenbahntunnel
128698 - 138542, alter-eisenbahntunnel - alter-eisenbahntunnel
128707 - 132697, alter-kupfererzstollen - alter-kupfererzstollen
128707 - 138544, alter-kupfererzstollen - alter-kupfererzstollen
128708 - 132698, alter-mann - alter-mann
128708 - 138545, alter-mann - alter-mann
128709 - 138546, alter-quarzbruch - alter-quarzbruch
128710 - 138547, alter-stollen - alter-stollen
128711 - 128712, alter-stollen1 - alter-stollen2
128711 - 138548, alter-stollen1 - alter-stollen1
128713 - 138549, alter-tiefer-furstenstolln - alter-tiefer-furstenstolln
128717 - 138550, am-kolditz-sohle-1 - am-kolditz-sohle-1
128718 - 128720, am-kolditz-sohle-11 - am-kolditz-sohle-13
128718 - 138551, am-kolditz-sohle-11 - am-kolditz-sohle-11
128719 - 128721, am-kolditz-sohle-12 - am-kolditz-sohle-14
128719 - 138552, am-kolditz-sohle-12 - am-kolditz-sohle-12
128722 - 138553, am-kolditz-sohle-2 - am-kolditz-sohle-2
128723 - 138554, am-kolditz-sohle-3 - am-kolditz-sohle-3
128724 - 138555, am-kolditz-sohle-4 - am-kolditz-sohle-4
128739 - 138557, ancienne-mine - ancienne-mine
128740 - 132699, ancienne-mine-petite-saule - ancienne-mine-petite-saule
128740 - 138558, ancienne-mine-petite-saule - ancienne-mine-petite-saule
128741 - 138559, ancienne-mine-d-argent - ancienne-mine-d-argent
128742 - 132700, ancienne-mine-de-coticule - ancienne-mine-de-coticule
128742 - 138560, ancienne-mine-de-coticule - ancienne-mine-de-coticule
128743 - 138561, ancienne-mine-de-fer - ancienne-mine-de-fer
128744 - 128745, ancienne-mine-de-fer1 - ancienne-mine-de-fer2
128744 - 138562, ancienne-mine-de-fer1 - ancienne-mine-de-fer1
128746 - 138563, ancienne-mine-de-graphite - ancienne-mine-de-graphite
128747 - 138564, ancienne-mine-de-kaymar - ancienne-mine-de-kaymar
128748 - 138565, ancienne-mine-de-magnac - ancienne-mine-de-magnac
128749 - 138566, anciennes-mines-de-ramponenche - anciennes-mines-de-ramponenche
128750 - 138567, andreas-gegentrum-stollen - andreas-gegentrum-stollen
128751 - 132701, andrestollen - andrestollen
128751 - 138568, andrestollen - andrestollen
128756 - 138569, annastollen - annastollen
128757 - 138570, anneliesenschacht - anneliesenschacht
128758 - 132702, ansteigender-querschlag - ansteigender-querschlag
128758 - 138571, ansteigender-querschlag - ansteigender-querschlag
128761 - 138572, antimonstollen - antimonstollen
128762 - 138573, antonistollen - antonistollen
128764 - 138575, apolonia - apolonia
128768 - 132703, arbacher-einigkeit - arbacher-einigkeit
128797 - 138576, arzloch-graf-wrbna-stollen - arzloch-graf-wrbna-stollen
128799 - 138577, asfaltova-stolna - asfaltova-stolna
128810 - 138578, augustenstollen - augustenstollen
128811 - 138579, augustin2 - augustin2
128812 - 128813, augustin21 - augustin22
128812 - 138580, augustin21 - augustin21
128814 - 132704, auguststollen - auguststollen
128814 - 138581, auguststollen - auguststollen
128815 - 138582, augustin - augustin
128816 - 138583, aurora-elbstolln - aurora-elbstolln
128818 - 138584, austelmuhle - austelmuhle
128937 - 138585, b-sohle - b-sohle
128938 - 128941, b-sohle1 - b-sohle4
128938 - 138586, b-sohle1 - b-sohle1
128939 - 128942, b-sohle2 - b-sohle5
128939 - 138587, b-sohle2 - b-sohle2
128940 - 128943, b-sohle3 - b-sohle6
128940 - 138588, b-sohle3 - b-sohle3
128944 - 132705, b-stollen - b-stollen
128944 - 138589, b-stollen - b-stollen
128964 - 138590, barbara-zubau - barbara-zubau
128965 - 138591, barbarastollen - barbarastollen
128966 - 128969, barbarastollen1 - barbarastollen4
128966 - 138592, barbarastollen1 - barbarastollen1
128967 - 128970, barbarastollen2 - barbarastollen5
128967 - 138593, barbarastollen2 - barbarastollen2
128968 - 128971, barbarastollen3 - barbarastollen6
128968 - 138594, barbarastollen3 - barbarastollen3
128973 - 138595, barbora - barbora
128974 - 128975, barbora1 - barbora2
128974 - 138596, barbora1 - barbora1
129018 - 138597, beerberger stollen - beerberger-stollen
129021 - 132706, beltzberg - beltzberg
129021 - 138598, beltzberg - beltzberg
129024 - 132708, bemsberg-2-west - bemsberg-2-west
129024 - 138600, bemsberg-2-west - bemsberg-2-west
129026 - 132709, bergbau-bunker - bergbau-bunker
129026 - 138601, bergbau-bunker - bergbau-bunker
129027 - 138602, bergbaustollen - bergbaustollen
129031 - 132710, bergwerk-auerbacher-marmor - bergwerk-auerbacher-marmor
129031 - 138604, bergwerk-auerbacher-marmor - bergwerk-auerbacher-marmor
129033 - 138606, bergwerk-kapfnach - bergwerk-kapfnach
129034 - 138607, bergwerk-niederschlag - bergwerk-niederschlag
129035 - 132712, Kupferbergwerk weinheim - bergwerk-weinheim
129035 - 138608, Kupferbergwerk weinheim - bergwerk-weinheim
129036 - 138609, bergwerksstollen - bergwerksstollen
129038 - 138610, bergwerkstollen-am-ralekesberg - bergwerkstollen-am-ralekesberg
129040 - 132713, bernbacher-stollen - bernbacher-stollen
129040 - 138611, bernbacher-stollen - bernbacher-stollen
129041 - 138612, bernhardtstolln - bernhardtstolln
129042 - 138613, besucherbergwerk-vereinigte-reviere-kamsdorf - besucherbergwerk-vereinigte-reviere-kamsdorf
129043 - 138614, besucherbergwerk-gleissinger-fels - besucherbergwerk-gleissinger-fels
129044 - 138615, besucherbergwerk-kilianstollen - besucherbergwerk-kilianstollen
129045 - 138616, besucherbergwerk-teufelsgrund - besucherbergwerk-teufelsgrund
129046 - 138618, besucherschaustollen - besucherschaustollen
129048 - 132714, beuststollen - beuststollen
129048 - 138619, beuststollen - beuststollen
129051 - 138621, becka - becka
129055 - 138622, bielopotocka - bielopotocka
129061 - 132716, bingerlochstollen - bingerlochstollen
129061 - 138624, bingerlochstollen - bingerlochstollen
129066 - 132717, blanches-stollen-ca - blanches-stollen-ca
129066 - 138626, blanches-stollen-ca - blanches-stollen-ca
129068 - 138627, blaubruch - blaubruch
129069 - 129073, blaubruch1 - blaubruch5
129069 - 138628, blaubruch1 - blaubruch1
129070 - 129074, blaubruch2 - blaubruch6
129070 - 138629, blaubruch2 - blaubruch2
129071 - 129075, blaubruch3 - blaubruch7
129071 - 138630, blaubruch3 - blaubruch3
129072 - 129076, blaubruch4 - blaubruch8
129072 - 138631, blaubruch4 - blaubruch4
129078 - 138632, bleierzstollen - bleierzstollen
129079 - 132718, bleizeche - bleizeche
129079 - 138633, bleizeche - bleizeche
129085 - 138634, bocamina - bocamina
129086 - 138635, bocamina-rebaldana - bocamina-rebaldana
129087 - 138636, bocca-di-miniera - bocca-di-miniera
129090 - 132719, bodelschwingh-stollen - bodelschwingh-stollen
129090 - 138637, bodelschwingh-stollen - bodelschwingh-stollen
129091 - 138638, bohmshay-stollen - bohmshay-stollen
129092 - 132720, bois-roger - bois-roger
129092 - 138639, bois-roger - bois-roger
129093 - 132721, boisemont - boisemont
129093 - 138640, boisemont - boisemont
129110 - 138641, borzov - borzov
129115 - 129116, bosberg1 - bosberg2
129115 - 129117, bosberg1 - bosberg3
129123 - 138642, bozena - bozena
129130 - 132722, bremsberg-3 - bremsberg-3
129130 - 138643, bremsberg-3 - bremsberg-3
129133 - 132723, briedoffelsloch - briedoffelsloch
129133 - 138644, briedoffelsloch - briedoffelsloch
129141 - 132724, brunnenstollen-ausgang - brunnenstollen-ausgang
129141 - 138645, brunnenstollen-ausgang - brunnenstollen-ausgang
129142 - 132725, brunnenstollen-eingang - brunnenstollen-eingang
129142 - 138646, brunnenstollen-eingang - brunnenstollen-eingang
129144 - 138647, bubniak - bubniak
129145 - 129146, bubniak1 - bubniak2
129145 - 138648, bubniak1 - bubniak1
129148 - 132726, buchschachen-stollen - buchschachen-stollen
129148 - 138649, buchschachen-stollen - buchschachen-stollen
129152 - 132727, bunker-hondsbesch - bunker-hondsbesch
129152 - 138650, bunker-hondsbesch - bunker-hondsbesch
129153 - 132728, bunker-ww2 - bunker-ww2
129153 - 138651, bunker-ww2 - bunker-ww2
129154 - 129155, bunker-ww21 - bunker-ww22
129154 - 132729, bunker-ww21 - bunker-ww21
129154 - 138652, bunker-ww21 - bunker-ww21
129156 - 132730, burbachstollen - burbachstollen
129156 - 138653, burbachstollen - burbachstollen
129160 - 138654, busopphola - busopphola
129161 - 132731, bw101-regierungsbunker-eingang-ost-west-bt-2 - bw101-regierungsbunker-eingang-ost-west-bt-2
129161 - 138655, bw101-regierungsbunker-eingang-ost-west-bt-2 - bw101-regierungsbunker-eingang-ost-west-bt-2
129162 - 132732, bw201-regierungsbunker-eingang-west-ost - bw201-regierungsbunker-eingang-west-ost
129162 - 138656, bw201-regierungsbunker-eingang-west-ost - bw201-regierungsbunker-eingang-west-ost
129171 - 138657, bela-taro - bela-taro
129173 - 138658, bohlscheiben - bohlscheiben
129174 - 129175, bohlscheiben1 - bohlscheiben2
129174 - 138659, bohlscheiben1 - bohlscheiben1
129177 - 138660, byv-dul-marie - byv-dul-marie
129178 - 138661, byvaly-dul - byvaly-dul
129179 - 138662, byvaly-fluoritovy-dul - byvaly-fluoritovy-dul
129180 - 138663, bridlicna-stola-kapalicna - bridlicna-stola-kapalicna
129185 - 138672, canopa-dell-uccello - canopa-dell-uccello
129199 - 138681, carlsstollen - carlsstollen
129220 - 132733, carriere-de-chapeaumont - carriere-de-chapeaumont
129220 - 138682, carriere-de-chapeaumont - carriere-de-chapeaumont
129221 - 132734, carriere-de-gypse-de-malain - carriere-de-gypse-de-malain
129221 - 138683, carriere-de-gypse-de-malain - carriere-de-gypse-de-malain
129222 - 132735, carriere-lebel - carriere-lebel
129222 - 138685, carriere-lebel - carriere-lebel
129223 - 132736, carriere-maigremont - carriere-maigremont
129223 - 138686, carriere-maigremont - carriere-maigremont
129225 - 138687, carriere-souterraine-de-latresne - carriere-souterraine-de-latresne
129227 - 132737, carrieres-de-confrecourt - carrieres-de-confrecourt
129227 - 138688, carrieres-de-confrecourt - carrieres-de-confrecourt
129229 - 138690, cava-quarzo - cava-quarzo
129255 - 138691, chabenec - chabenec
129256 - 138692, chabenec-dovrchna - chabenec-dovrchna
129257 - 138693, chabenec2 - chabenec2
129259 - 132738, chamesson - chamesson
129259 - 138694, chamesson - chamesson
129260 - 132739, champignonniere-zinetti - champignonniere-zinetti
129260 - 138695, champignonniere-zinetti - champignonniere-zinetti
129266 - 138696, charlottenschacht - charlottenschacht
129289 - 138697, christian-stollen - christian-stollen
129290 - 138698, chramec1 - chramec1
129291 - 138699, chramec2 - chramec2
129295 - 132740, clara-stollen - clara-stollen
129295 - 138702, clara-stollen - clara-stollen
129296 - 138703, clauss-stolln - clauss-stolln
129302 - 138705, common-wood-slate-mine - common-wood-slate-mine
129303 - 138706, compton-martin-ocre-mine - compton-martin-ocre-mine
129337 - 138707, corris-binoculars - corris-binoculars
129338 - 138708, craiglea-slate-quarry - craiglea-slate-quarry
129343 - 138709, croesor-entrance - croesor-entrance
129344 - 138710, crosetto - crosetto
129349 - 138711, cwmorthin-slate-mine - cwmorthin-slate-mine
129350 - 138712, d-sohle - d-sohle
129353 - 138713, daelhemerberg-groeve - daelhemerberg-groeve
129377 - 138716, dawna-sztolnia - dawna-sztolnia
129382 - 138717, dedicna-stolna-viliam - dedicna-stolna-viliam
129386 - 138718, deisenrieder-stollen - deisenrieder-stollen
129403 - 132741, die-rote-halde - die-rote-halde
129403 - 138719, die-rote-halde - die-rote-halde
129409 - 132742, dilsburgstollen - dilsburgstollen
129409 - 138720, dilsburgstollen - dilsburgstollen
129410 - 132743, dohlengrabenschacht - dohlengrabenschacht
129410 - 138721, dohlengrabenschacht - dohlengrabenschacht
129411 - 132744, dokumentationsstatte-regierungsbunker - dokumentationsstatte-regierungsbunker
129411 - 138722, dokumentationsstatte-regierungsbunker - dokumentationsstatte-regierungsbunker
129414 - 138723, dolna-bucina - dolna-bucina
129415 - 138724, dolny-jan - dolny-jan
129416 - 138725, dominik - dominik
129417 - 138726, dorotheastolln - dorotheastolln
129418 - 132745, dorotheenberg - dorotheenberg
129418 - 138727, dorotheenberg - dorotheenberg
129429 - 138728, drei-bruder-stolln-179 - drei-bruder-stolln-179
129430 - 132746, drei-wies - drei-wies
129430 - 138730, drei-wies - drei-wies
129431 - 138731, dreidarrischenhohle-stolleneingang - dreidarrischenhohle-stolleneingang
129434 - 138732, dsw21 - dsw21
129435 - 138733, dusan - dusan
129438 - 138735, dedicna-stola-travna-u-javornika - dedicna-stola-travna-u-javornika
129439 - 138736, easton-s-mine - easton-s-mine
129441 - 138737, ecton-copper-mine - ecton-copper-mine
129442 - 138739, eduard - eduard
129444 - 138740, egestorfer-stollen - egestorfer-stollen
129446 - 138742, ehem-luftschutzkeller - ehem-luftschutzkeller
129447 - 132747, ehem-schacht-hirtel-von-grube-schafer-reisbach - ehem-schacht-hirtel-von-grube-schafer-reisbach
129447 - 138743, ehem-schacht-hirtel-von-grube-schafer-reisbach - ehem-schacht-hirtel-von-grube-schafer-reisbach
129449 - 132748, ehem-schieferbergwerk - ehem-schieferbergwerk
129449 - 138744, ehem-schieferbergwerk - ehem-schieferbergwerk
129450 - 138745, ehem-st-mdl - ehem-st-mdl
129451 - 132749, ehemalige-grube-schafer-reisbach-ii - ehemalige-grube-schafer-reisbach-ii
129451 - 138746, ehemalige-grube-schafer-reisbach-ii - ehemalige-grube-schafer-reisbach-ii
129452 - 138747, ehemalige-grube-st-caspar - ehemalige-grube-st-caspar
129453 - 138748, ehemalige-grube-vorsehung - ehemalige-grube-vorsehung
129454 - 138749, ehemalige-kupfergrube-karl-kaiser - ehemalige-kupfergrube-karl-kaiser
129455 - 138750, ehemalige-u-verlagerung-schwalbe-1 - ehemalige-u-verlagerung-schwalbe-1
129462 - 138751, ehm-walther-rampe - ehm-walther-rampe
129469 - 138752, eierbergstollen - eierbergstollen
129470 - 132750, einf-strecke-floz-motz - einf-strecke-floz-motz
129470 - 138753, einf-strecke-floz-motz - einf-strecke-floz-motz
129471 - 132751, einfallende-gesteinsstrecke - einfallende-gesteinsstrecke
129471 - 138754, einfallende-gesteinsstrecke - einfallende-gesteinsstrecke
129472 - 132752, einfallende-strecke - einfallende-strecke
129472 - 138755, einfallende-strecke - einfallende-strecke
129473 - 132753, einfallende-strecke-auf-floz-breuer - einfallende-strecke-auf-floz-breuer
129473 - 138756, einfallende-strecke-auf-floz-breuer - einfallende-strecke-auf-floz-breuer
129474 - 132754, einfallende-strecke-floz-wahlschied - einfallende-strecke-floz-wahlschied
129474 - 138757, einfallende-strecke-floz-wahlschied - einfallende-strecke-floz-wahlschied
129475 - 132755, einfallender-bergequerschlag - einfallender-bergequerschlag
129475 - 138758, einfallender-bergequerschlag - einfallender-bergequerschlag
129476 - 132756, Ofenkaulen Eingang kalter Heinrich - eingang-theodor-rings-kalter-heinrich
129476 - 138759, Ofenkaulen Eingang kalter Heinrich - eingang-theodor-rings-kalter-heinrich
129477 - 132757, eingang-1 - eingang-1
129477 - 138760, eingang-1 - eingang-1
129478 - 132758, eingang-2 - eingang-2
129478 - 138761, eingang-2 - eingang-2
129479 - 132759, eingang-3 - eingang-3
129479 - 138762, eingang-3 - eingang-3
129480 - 132760, Ofenkaulen Eingang 41 - eingang-41
129480 - 138763, Ofenkaulen Eingang 41 - eingang-41
129481 - 138764, eingang-a - eingang-a
129482 - 138765, eingang-b - eingang-b
129483 - 138766, eingang-c - eingang-c
129484 - 138767, eingang-d - eingang-d
129485 - 138768, eingang-e - eingang-e
129486 - 138769, eingang-f - eingang-f
129487 - 138770, eingang-g - eingang-g
129488 - 138771, eingang-h - eingang-h
129490 - 132761, Ofenkaulen Eingang Nr3 - eingang-nr-3
129490 - 138772, Ofenkaulen Eingang Nr3 - eingang-nr-3
129491 - 138773, einsturzer-stollen - einsturzer-stollen
129497 - 138774, eisenerz-gebersdorf-1-stollensohle - eisenerz-gebersdorf-1-stollensohle
129498 - 138775, eisenerz-schmiedefeld-gebersdorf-2-stollensohle-150m-sohle - eisenerz-schmiedefeld-gebersdorf-2-stollensohle-150m-sohle
